epoch,train_loss,eval_loss,eval_top1,eval_top5
109,5.601627588272095,4.402489258487169,15.67278291350354,37.48725788454762
110,5.9195181131362915,4.37115823748644,17.303771669346986,37.640163133875916
111,5.567553758621216,4.35617579694431,17.3547400378306,38.200815513836375
112,5.920629858970642,4.3562962918957195,16.997961240684827,38.35372072816746
113,5.308935165405273,4.377953124702524,16.717635042927437,37.48725793509916
114,5.635653138160706,4.333827285105543,17.711518850530688,37.56371046838167
115,5.526240348815918,4.268553747435715,17.96636083293763,39.60244651817765
116,5.868675112724304,4.319180487128208,17.456676868123747,38.53211011118602
117,5.441697478294373,4.337491183227477,17.584097851550055,38.3537207398332
118,5.61316990852356,4.2819987325250315,17.813455665269515,39.47502556974856
119,5.588876247406006,4.251712466112578,18.55249746324576,40.21406731328469
120,5.820752024650574,4.269352506060119,18.11926601616007,39.857288469475954
121,5.6957889795303345,4.279405842984246,17.864424033753124,38.81243624283755
122,5.125810742378235,4.233767770967474,18.374108029675654,40.16309894868965
123,5.61756706237793,4.226048039369262,19.189602508700464,40.16309889813811
124,5.628740191459656,4.195007331023765,19.444444456110187,41.437308938495974
125,5.687910437583923,4.159600839216289,19.77573908845705,40.90214074277732
126,5.670644998550415,4.160729426248844,19.01121311012758,41.76860350473697
127,5.462595462799072,4.161828426046109,19.6738022192781,42.176350717029315
128,5.883145451545715,4.15368905879185,19.46992863646341,41.25891952436877
129,5.4699941873550415,4.1753085937947185,19.011213071241777,41.845056084682454
130,5.496091365814209,4.168980943075136,19.469928671460632,41.61569833706886
131,5.56474769115448,4.156920621397542,19.57186547064514,42.25280330086338
132,5.653853416442871,4.1110206678373,20.056065216219995,42.533129479177866
133,5.6317280530929565,4.130507294434169,20.259938814589006,42.71151886219643
134,5.388956308364868,4.122438182403067,20.285423029939455,42.20183489738255
135,5.699122071266174,4.102822077505207,20.64220188152535,43.42507646037655
136,5.57222306728363,4.072073973403915,20.005096867179287,43.93476042519043
137,5.676313519477844,4.059923182933702,20.208970465548298,43.22120286200754
138,5.655247449874878,4.078359336541941,20.871559609696043,43.96024471831249
139,5.584702968597412,4.043626583072145,21.33027526046644,44.64831806614494
140,5.641805410385132,4.0233282075623364,21.151885873559298,44.21508670071943
141,5.360251307487488,4.01522510083322,20.74413864571263,45.030581047532515
142,5.305128812789917,4.048387410808411,20.616717677840644,44.80122329603034
143,5.64418363571167,4.02603822843258,20.897043793937847,44.67380226594106
144,5.734742760658264,4.025572038936323,21.30479100623019,44.69928649684583
145,5.444219946861267,3.9920617408830212,21.83995928749761,44.80122329603034
146,5.766651630401611,3.9793486692368316,21.610601473778154,44.4699286986807
147,5.675214529037476,3.9844521052003756,21.534148773286685,45.540265090118005
148,5.240701079368591,4.025683538872411,20.693170246120378,44.18960248536899
149,5.330465078353882,3.955278197802778,22.043832819760755,45.74413862626973
150,5.311983346939087,3.960421358044359,22.069317070108426,45.25993884569765
151,5.170950889587402,3.946811013994596,21.763506622003366,45.081549431570444
152,5.259958505630493,3.9523655216263704,21.661569822818862,45.84607545656288
153,5.3604841232299805,3.947698307328997,21.738022503867427,46.07543334027678
154,5.213348150253296,3.9006817943580776,22.40061165190375,46.738022433872985
155,5.377000093460083,3.9240458891418486,22.52803259644426,46.20285428481729
156,5.387633681297302,3.906511873523273,22.859327263788344,46.8909276793127
157,5.295522689819336,3.882520188614498,22.986748262768977,47.37512742877614
158,5.413085341453552,3.8952763906920236,22.324159083624014,47.37512742877614
159,5.187700986862183,3.8782648432631497,22.833842962889133,47.73190619481327
160,4.862615346908569,3.845511319318921,24.209989837428722,47.680937911878424
161,5.440960049629211,3.8725087827377243,23.700305822063296,47.757390511266806
162,5.366937756538391,3.8220065400748684,23.59836905787601,48.39449553727861
163,5.426887512207031,3.844332043184053,23.394495424509778,48.41997972152041
164,5.048889398574829,3.816087871030444,24.10805303824422,48.34352700547462
165,5.440676212310791,3.840052678072246,23.241590276284562,47.22222234665679
166,4.996780157089233,3.795629687508555,24.23547400611621,49.1335371680459
167,5.068414568901062,3.819360526694435,24.108053018801318,48.8786952167476
168,5.394316077232361,3.822168858165527,23.445463773550486,48.878695302296364
169,5.099765300750732,3.8266397441199067,24.388379236001608,48.80224271846231
170,5.313472747802734,3.826681433103136,24.20998981798582,47.629969426737404
171,5.032391905784607,3.7645760005402638,24.31192661717033,49.28644254569735
172,5.069157242774963,3.7742159991210875,24.770642197946284,49.03160038441572
173,5.328765034675598,3.7757180872070437,25.61162085732432,49.4393476278167
174,5.452899694442749,3.7886198731129808,24.108053022689898,49.15902141450499
175,4.942659616470337,3.7627035140019065,24.872579012685108,49.515800164987795
176,4.583357453346252,3.7666793751789527,24.821610616981438,49.745157978707255
177,5.015062689781189,3.762133701861087,25.101936826404568,49.159021515608075
178,4.873364686965942,3.75392117485723,23.955147820024557,49.82161054698699
179,4.605146527290344,3.778150803209202,24.949031662625032,49.388379329327535
180,5.246531367301941,3.751876082016909,25.280326224977454,49.71967377891113
181,5.113136887550354,3.750743670322601,25.535168207384395,50.33129454290952
182,5.342026710510254,3.731360624081984,25.662589225807928,50.20387357503753
183,5.203548073768616,3.7253239546104067,25.433231458751433,49.974515745763746
184,5.243242144584656,3.7084193601520785,25.152905210442498,50.79001015479412
185,5.28158175945282,3.7290697292207335,25.254842009627005,50.4077471422979
186,5.032105565071106,3.7217526610838165,25.203873645031976,50.33129458957248
187,4.674098372459412,3.724035277157627,25.152905159890956,50.382262973610416
188,5.084217667579651,3.7206707856220085,25.407747212292342,50.50968398814537
189,5.202965617179871,3.7018523826268592,26.121304802695303,51.40163093434683
190,5.03279435634613,3.6727000524752245,26.01936800739938,51.70744147966639
191,5.328851103782654,3.6981547294406716,25.73904184075063,50.891946985087266
192,5.010945677757263,3.6819102270766013,25.84097867104378,50.91743115377475
193,4.850113153457642,3.662465128572952,25.917431219880612,51.5290519644361
194,4.924455463886261,3.6772568563681007,25.866462804734038,50.9174313015408
195,4.509412407875061,3.668839011838798,25.866462789179717,51.98776756076638
196,5.2285298109054565,3.6597094180994687,26.17227315173601,51.911314930269356
197,4.769203066825867,3.6651123962635657,26.401631051004237,51.60550456382448
198,5.232731819152832,3.6659193223647994,26.274210052023605,50.96839956892132
199,4.799323558807373,3.678698062410656,26.01936800739938,51.63098888027802
200,4.616990804672241,3.667628559497518,26.554536234226674,51.22324169909432
201,4.792792439460754,3.6460733909490277,26.554536199229453,52.115188676404415
202,4.836696028709412,3.6227922468739546,27.191641229129836,52.242609527619
203,4.972985744476318,3.648929830720301,26.554536234226674,51.8093782788509
204,4.882589221000671,3.6515130214127316,26.554536249780995,51.58002049624009
205,5.30423903465271,3.637160692496888,26.758409832595685,52.115188660850094
206,4.9122234582901,3.6345340909092676,26.37614683565379,51.86034666288883
207,4.703132390975952,3.634863735825036,26.98776759965218,52.08970449216261
208,4.4738887548446655,3.643037809144466,26.83486246309271,51.834862494201346
209,5.053689956665039,3.6348138011073,27.038736045907395,52.2680938907355
210,4.648817658424377,3.6437532320907233,27.21712539781732,52.344546490123875
211,4.782090663909912,3.6165306531690313,26.732925617245236,53.0581040688611
212,4.92331850528717,3.6213019737531407,26.936799196171346,52.624872672326944
213,5.060216903686523,3.6158311930879052,27.140672763431716,51.911314961378
214,5.089812278747559,3.600072515849309,27.624872524560896,52.6758410719192
215,4.845868468284607,3.6139297108645345,27.166157029333707,52.29357794276557
216,4.974042296409607,3.597664541425326,27.242609628722086,53.00713553705711
217,4.884920358657837,3.611090401261589,27.624872559558117,52.87971468584253
218,5.1597055196762085,3.5998979800824116,27.854230377166157,52.82874615403855
219,4.51975679397583,3.5739637327728895,27.828746177370032,53.13455665269515
220,5.121825933456421,3.595850021953369,27.828746177370032,53.31294593461063
221,4.772319316864014,3.5928033411685116,27.446483195982456,53.440367081357316
222,5.049152731895447,3.617478511141467,27.038736030353075,52.573904288289015
223,5.132429361343384,3.6111056904301853,27.140672845091903,52.65035685656875
224,4.694896936416626,3.610990609354686,27.9306830232175,52.5993884569765
225,4.266492009162903,3.5807070559560947,28.338430173292558,53.33843026661849
226,5.086196541786194,3.588878618953911,27.956167188016405,53.160040735833874
227,4.681100010871887,3.5659727695398984,27.650356825460108,53.89908264657895
228,4.579199552536011,3.567725880551897,28.05810399108949,53.720693263560385
229,4.867732644081116,3.5710925103206033,28.185525021178762,53.363914497523254
230,4.797541260719299,3.575962625147735,27.956167238567946,53.69520904820993
231,4.551849722862244,3.574060317330161,28.0071356381602,53.38939866621074
232,5.3058860301971436,3.569232117753024,27.854230388831898,53.771661647598314
233,4.992427706718445,3.571454706541989,28.389398635102097,53.64424053196027
234,4.520981192588806,3.5496656187448297,28.89908258436166,53.593272249025425
235,4.398255467414856,3.5762705000897794,28.0071356381602,54.383282442705344
236,4.793235778808594,3.5486904957486463,28.338430204401202,54.51070330947425
237,4.741487622261047,3.5675331216825743,27.624872579001018,53.44036706580299
238,4.748417019844055,3.5951197217849904,27.905198823421372,53.1600408680456
239,4.48437762260437,3.5577376387048814,28.74617737003058,54.001019445763454
240,4.458693981170654,3.5520359240054598,28.058104022198133,54.35779824290922
241,4.654755115509033,3.5610216619042445,28.363914384754427,54.23037725948291
242,4.759917855262756,3.5584226145535314,27.879714639179568,54.128440444744086
243,4.796462059020996,3.560302805827663,28.873598415674177,53.36391443530597
244,4.589105844497681,3.549538580771008,28.618756367161367,53.97553526152164
245,4.785731196403503,3.553691746384118,28.51681964963705,53.97553512930992
246,4.920323610305786,3.5407733552681924,28.97553519541578,54.230377228374266
247,4.943855047225952,3.5393684048900544,29.306829812208324,54.30682984331697
248,4.525410890579224,3.5359829796685114,29.051987814247063,54.561671856832554
249,4.493627429008484,3.5439194850357785,28.92456683082075,54.43425085785192
250,4.7204060554504395,3.5462570404301603,28.56778803367498,54.459734909881995
251,5.199720859527588,3.5357052976081373,28.899082631024623,54.459734940990636
252,4.710581064224243,3.5368112696298644,28.4148828193439,54.638124339563525
253,4.771526575088501,3.5380614545124143,28.618756367161367,54.459734909881995
254,4.9209067821502686,3.5413699553525655,28.644240648617682,54.48521912523244
255,5.210669994354248,3.5428047860677334,29.026503645559576,54.63812447177526
256,4.742969632148743,3.5311157005885567,28.822629981084702,54.94393472156272
257,4.981891751289368,3.5308480150959665,28.593272198473883,54.89296633752479
258,4.446362018585205,3.5456809961103155,28.338430235509843,54.33231391090136
259,4.644539892673492,3.530060063808336,28.414882768792356,54.357798141806136
260,4.903903603553772,3.534235277185625,28.899082615470302,54.561671872386874
261,5.121814966201782,3.536646176794132,29.383282396042382,54.68909287136751
262,4.629272818565369,3.5399993576648647,28.79714583184012,54.53618754037902
263,5.0634682178497314,3.537276703040291,28.950051030616876,54.66360867157138
264,4.962802529335022,3.5306985003989526,28.92456681526643,55.198776851735715
265,4.369822323322296,3.5436079966304983,28.28746183591759,54.58715590886263
266,4.544660329818726,3.5364455817064138,28.72069324800606,54.51070332502857
267,4.865275144577026,3.531191586232939,28.92456681526643,54.66360852380533
268,4.303069472312927,3.526674570779674,28.975535230413005,54.612640271979124
269,4.454365611076355,3.5280285357942884,28.69520901710129,54.79102965499769
270,4.560005724430084,3.526347573987084,28.695209048209936,54.51070330947425
271,4.5866347551345825,3.530996501506529,28.669724832859487,54.740061107639384
272,4.695660710334778,3.524650372496439,28.92456683082075,54.74006127095976
273,5.033618688583374,3.531119859425178,28.873598380676953,54.638124339563525
274,4.991381645202637,3.526695730975401,28.873598415674177,54.89296630641614
275,4.197346568107605,3.520453142463614,29.07747204515183,54.58715592441695
276,4.711347460746765,3.5204795716856356,28.899082631024623,54.81651372258209
277,4.746669292449951,3.5283834477326437,29.153924597877246,54.740061123193705
278,4.83092999458313,3.526000190097136,28.848114246986693,54.740061123193705
279,4.830359935760498,3.52512728985661,28.873598415674177,54.969418921358844
280,4.499679088592529,3.526063959897476,28.77166158149245,54.689092723601455
281,4.835874915122986,3.524214734360348,28.950051030616876,54.71457692339758
282,4.648958683013916,3.5233007065503728,28.822630031636244,54.76554532298984
283,4.837865471839905,3.5278204678273952,28.69520903265561,54.969418921358844
284,3.958043932914734,3.526522462399606,28.746177416693545,54.76554530743552
285,4.655083179473877,3.5221066154106677,28.975535230413005,54.99490312115497
286,4.594850420951843,3.5238628251350863,28.848114231432373,54.76554532298984
287,4.309967756271362,3.5260975900410876,28.77166163204399,54.740061123193705
288,4.6255786418914795,3.5230359630118087,28.746177432247865,54.81651370702777
289,4.477041482925415,3.5239601511960124,28.79714583184012,54.918450521766594
290,4.584714591503143,3.5241314876334746,28.69520903265561,54.79102952278596
291,4.79252028465271,3.5229543482734766,28.669724832859487,54.81651372258209
292,4.727751731872559,3.5233111366948586,28.822630031636244,54.89296632197047
293,4.639389634132385,3.5230761006945377,28.848114231432373,54.89296632197047
